0 0 180
0 1 144
0 2 72
0 3 36
0 4 72
0 5 36
0 6 36
0 7 36
0 8 36
0 9 36
0 10 36
0 11 36
0 12 36
0 13 36
0 14 36
0 15 36
0 16 36
0 17 36
0 18 36
0 19 1
0 20 36
0 21 36
0 22 36
0 23 36
0 24 36
0 25 36
0 26 36
0 27 36
0 28 36
0 29 1
0 30 36
0 31 36
0 32 36
0 33 36
0 34 36
0 35 1
0 36 36
0 37 36
0 38 36
0 39 36
0 40 36
0 41 36
0 42 1
0 43 36
0 44 36
0 45 36
0 46 36
0 47 36
0 48 36
0 49 36
0 50 36
0 51 36
0 52 36
0 53 36
0 54 36
0 55 36
0 56 36
0 57 36
0 58 36
0 59 36
0 60 36
0 61 36
0 62 36
0 63 36
1 0 36
1 1 36
1 2 36
1 3 36
1 4 36
1 5 36
1 6 36
1 7 36
1 8 36
1 9 36
1 10 36
1 11 36
1 12 36
1 13 36
1 14 36
1 15 36
1 16 36
1 17 36
1 18 36
1 19 36
1 20 36
1 21 36
1 22 36
1 23 36
1 24 36
1 25 36
1 26 36
1 27 36
1 28 36
1 29 36
1 30 36
1 31 36
1 32 36
1 33 36
1 34 36
1 35 36
1 36 36
1 37 1
1 38 1
1 39 36
1 40 36
1 41 36
1 42 36
1 43 36
1 44 36
1 45 36
1 46 36
1 47 36
1 48 36
1 49 36
1 50 36
1 51 36
1 52 36
1 53 36
1 54 36
1 55 36
1 56 36
1 57 36
1 58 36
1 59 36
1 60 36
1 61 36
1 62 36
1 63 36
2 0 36
2 1 72
2 2 36
2 3 36
2 4 36
2 5 36
2 6 36
2 7 36
2 8 36
2 9 36
2 10 36
2 11 36
2 12 36
2 13 36
2 14 36
2 15 36
2 16 36
2 17 36
2 18 36
2 19 36
2 20 36
2 21 36
2 22 36
2 23 1
2 24 36
2 25 36
2 26 36
2 27 36
2 28 36
2 29 36
2 30 36
2 31 36
2 32 36
2 33 36
2 34 36
2 35 36
2 36 36
2 37 1
2 38 36
2 39 36
2 40 36
2 41 36
2 42 36
2 43 36
2 44 36
2 45 36
2 46 36
2 47 36
2 48 36
2 49 36
2 50 36
2 51 36
2 52 36
2 53 36
2 54 36
2 55 36
2 56 36
2 57 36
2 58 36
2 59 36
2 60 36
2 61 36
2 62 36
2 63 36
3 0 36
3 1 36
3 2 36
3 3 1
3 4 36
3 5 36
3 6 36
3 7 36
3 8 36
3 9 36
3 10 36
3 11 36
3 12 36
3 13 36
3 14 36
3 15 36
3 16 36
3 17 36
3 18 36
3 19 36
3 20 36
3 21 36
3 22 36
3 23 36
3 24 36
3 25 36
3 26 1
3 27 36
3 28 36
3 29 1
3 30 36
3 31 1
3 32 36
3 33 36
3 34 36
3 35 36
3 36 36
3 37 36
3 38 36
3 39 36
3 40 36
3 41 36
3 42 36
3 43 36
3 44 36
3 45 36
3 46 36
3 47 36
3 48 36
3 49 36
3 50 1
3 51 36
3 52 36
3 53 36
3 54 36
3 55 36
3 56 36
3 57 36
3 58 36
3 59 36
3 60 36
3 61 36
3 62 36
3 63 36
4 0 36
4 1 36
4 2 36
4 3 36
4 4 36
4 5 36
4 6 36
4 7 36
4 8 72
4 9 36
4 10 36
4 11 36
4 12 36
4 13 36
4 14 36
4 15 72
4 16 36
4 17 36
4 18 36
4 19 36
4 20 36
4 21 36
4 22 36
4 23 36
4 24 36
4 25 36
4 26 36
4 27 36
4 28 36
4 29 36
4 30 36
4 31 36
4 32 1
4 33 36
4 34 36
4 35 36
4 36 1
4 37 36
4 38 36
4 39 36
4 40 36
4 41 36
4 42 36
4 43 36
4 44 36
4 45 36
4 46 36
4 47 36
4 48 36
4 49 72
4 50 36
4 51 36
4 52 36
4 53 36
4 54 36
4 55 36
4 56 36
4 57 36
4 58 36
4 59 36
4 60 36
4 61 36
4 62 36
4 63 36
5 0 36
5 1 36
5 2 36
5 3 36
5 4 36
5 5 36
5 6 36
5 7 36
5 8 36
5 9 36
5 10 36
5 11 36
5 12 72
5 13 36
5 14 36
5 15 36
5 16 36
5 17 36
5 18 36
5 19 36
5 20 36
5 21 36
5 22 36
5 23 1
5 24 36
5 25 36
5 26 36
5 27 36
5 28 36
5 29 36
5 30 36
5 31 36
5 32 36
5 33 36
5 34 36
5 35 36
5 36 36
5 37 36
5 38 36
5 39 36
5 40 36
5 41 36
5 42 36
5 43 36
5 44 36
5 45 36
5 46 36
5 47 36
5 48 36
5 49 36
5 50 36
5 51 36
5 52 36
5 53 36
5 54 36
5 55 36
5 56 36
5 57 36
5 58 36
5 59 36
5 60 1
5 61 36
5 62 36
5 63 36
6 0 36
6 1 36
6 2 36
6 3 1
6 4 36
6 5 36
6 6 36
6 7 36
6 8 36
6 9 36
6 10 72
6 11 72
6 12 36
6 13 36
6 14 36
6 15 36
6 16 36
6 17 36
6 18 36
6 19 36
6 20 36
6 21 36
6 22 72
6 23 36
6 24 36
6 25 36
6 26 36
6 27 36
6 28 1
6 29 1
6 30 36
6 31 1
6 32 36
6 33 36
6 34 36
6 35 36
6 36 36
6 37 36
6 38 36
6 39 36
6 40 36
6 41 36
6 42 36
6 43 36
6 44 36
6 45 36
6 46 36
6 47 36
6 48 36
6 49 36
6 50 36
6 51 36
6 52 36
6 53 36
6 54 36
6 55 36
6 56 72
6 57 36
6 58 36
6 59 36
6 60 36
6 61 36
6 62 36
6 63 36
7 0 36
7 1 36
7 2 36
7 3 36
7 4 36
7 5 36
7 6 36
7 7 36
7 8 36
7 9 36
7 10 36
7 11 36
7 12 36
7 13 36
7 14 36
7 15 36
7 16 36
7 17 36
7 18 36
7 19 36
7 20 36
