NOR_M 3 2 62.50
NOR_M 4 0 75.00
NOR_M 4 1 75.00
NOR_M 4 2 25.75
NOR_M 4 3 25.38
NOR_M 5 0 75.00
NOR_M 5 1 75.00
NOR_M 5 2 26.25
NOR_M 5 3 26.00
NOR_M 5 4 25.75
NOR_M 6 0 75.00
NOR_M 6 1 75.00
NOR_M 6 2 25.62
NOR_M 6 3 25.50
NOR_M 6 4 25.25
NOR_M 6 5 25.00
NOR_M 7 0 75.00
NOR_M 7 1 75.00
NOR_M 7 2 25.62
NOR_M 7 3 25.62
NOR_M 7 4 25.38
NOR_M 7 5 25.12
NOR_M 7 6 24.88
NOR_M 8 0 75.00
NOR_M 8 1 75.00
NOR_M 8 2 26.00
NOR_M 8 3 26.00
NOR_M 8 4 26.25
NOR_M 8 5 25.38
NOR_M 8 6 25.12
NOR_M 8 7 25.00
NOR_M 9 0 75.00
NOR_M 9 1 75.00
NOR_M 9 2 26.00
NOR_M 9 3 26.12
NOR_M 9 4 25.25
NOR_M 9 5 25.25
NOR_M 9 6 25.12
NOR_M 9 7 25.00
NOR_M 9 8 25.00
NOR_M 10 0 75.00
NOR_M 10 1 75.00
NOR_M 10 2 26.12
NOR_M 10 3 26.25
NOR_M 10 4 25.50
NOR_M 10 5 24.62
NOR_M 10 6 25.12
NOR_M 10 7 25.00
NOR_M 10 8 25.12
NOR_M 10 9 25.00
NOR_M 11 0 75.00
NOR_M 11 1 75.00
NOR_M 11 2 25.62
NOR_M 11 3 25.62
NOR_M 11 4 25.25
NOR_M 11 5 25.12
NOR_M 11 6 25.62
NOR_M 11 7 25.25
NOR_M 11 8 25.12
NOR_M 11 9 25.25
NOR_M 11 10 25.00
NOR_M 12 0 75.00
NOR_M 12 1 75.00
NOR_M 12 2 25.75
NOR_M 12 3 26.38
NOR_M 12 4 25.38
NOR_M 12 5 25.12
NOR_M 12 6 25.12
NOR_M 12 7 25.25
NOR_M 12 8 25.12
NOR_M 12 9 25.88
NOR_M 12 10 25.38
NOR_M 12 11 25.25
NOR_M 13 0 75.00
NOR_M 13 1 75.00
NOR_M 13 2 26.25
NOR_M 13 3 25.62
NOR_M 13 4 25.75
NOR_M 13 5 25.38
NOR_M 13 6 25.25
NOR_M 13 7 25.50
NOR_M 13 8 25.38
NOR_M 13 9 25.25
NOR_M 13 10 25.12
NOR_M 13 11 25.00
NOR_M 13 12 25.25
NOR_M 14 0 75.00
NOR_M 14 1 75.00
NOR_M 14 2 26.00
NOR_M 14 3 26.00
NOR_M 14 4 25.00
NOR_M 14 5 24.88
NOR_M 14 6 25.00
NOR_M 14 7 24.88
NOR_M 14 8 25.00
NOR_M 14 9 25.25
NOR_M 14 10 25.25
NOR_M 14 11 25.50
NOR_M 14 12 25.25
NOR_M 14 13 25.38
